year,day,species,location,c1,c2,c3,festival
2024,5,Blyth's Reed Warbler,Azara,,,,after 
2024,5,Clamorous Reed Warbler,Azara,,,,after 
2024,5,Pallas's Grasshopper Warbler,Azara,,,,after 
2024,5,Striated Grassbird,Azara,,,6,after 
2024,5,Gray-throated Martin,Azara,,,,after 
2024,5,Bank Swallow,Azara,,,25,after 
2024,5,Barn Swallow,Azara,,,55,after 
2024,5,Red-rumped Swallow,Azara,,,,after 
2024,5,Striated Swallow,Azara,,,2,after 
2024,5,Streak-throated Swallow,Azara,,,,after 
2024,5,Red-vented Bulbul,Azara,,,2,after 
2024,5,Dusky Warbler,Azara,,,,after 
2024,5,European Starling,Azara,,,,after 
2024,5,Indian Pied Starling,Azara,,,6,after 
2024,5,Chestnut-tailed Starling,Azara,,,,after 
2024,5,Common Myna,Azara,,,2,after 
2024,5,Bank Myna,Azara,,,,after 
2024,5,Jungle Myna,Azara,,,,after 
2024,5,Great Myna,Azara,,,,after 
2024,5,myna/starling sp.,Azara,,,,after 
2024,5,Oriental Magpie-Robin,Azara,,,,after 
2024,5,Bluethroat,Azara,,,,after 
2024,5,Taiga Flycatcher,Azara,,,,after 
2024,5,Siberian Stonechat,Azara,,,9,after 
2024,5,Pied Bushchat,Azara,,,,after 
2024,5,Purple Sunbird,Azara,,,,after 
2024,5,Baya Weaver,Azara,,,,after 
2024,5,Black-breasted Weaver,Azara,,,,after 
2024,5,Scaly-breasted Munia,Azara,,,,after 
2024,5,House Sparrow,Azara,,,,after 
2024,5,Eurasian Tree Sparrow,Azara,,,,after 
2024,5,Gray Wagtail,Azara,,,,after 
2024,5,Eastern Yellow Wagtail,Azara,,,,after 
2024,5,Citrine Wagtail,Azara,,,7,after 
2024,5,White Wagtail,Azara,,,,after 
2024,5,Richard's Pipit,Azara,,,,after 
2024,5,Paddyfield Pipit,Azara,,,5,after 
2024,5,Rosy Pipit,Azara,,,,after 
2024,5,Olive-backed Pipit,Azara,,,,after 
2024,5,pipit sp.,Azara,,,,after 
2024,5,Fulvous Whistling-Duck,Dharapur,,,100,after 
2024,5,Lesser Whistling-Duck,Dharapur,,,350,after 
2024,5,Bar-headed Goose,Dharapur,,,,after 
2024,5,Graylag Goose,Dharapur,,,60,after 
2024,5,Ruddy Shelduck,Dharapur,,,,after 
2024,5,Cotton Pygmy-Goose,Dharapur,,,,after 
2024,5,Garganey,Dharapur,,,,after 
2024,5,Northern Shoveler,Dharapur,,,,after 
2024,5,Gadwall,Dharapur,,,120,after 
2024,5,Eurasian Wigeon,Dharapur,,,,after 
2024,5,Eastern Spot-billed Duck,Dharapur,,,,after 
2024,5,Mallard,Dharapur,,,,after 
2024,5,Northern Pintail,Dharapur,,,160,after 
2024,5,Green-winged Teal,Dharapur,,,,after 
2024,5,Red-crested Pochard,Dharapur,,,,after 
2024,5,Common Pochard,Dharapur,,,37,after 
2024,5,Ferruginous Duck,Dharapur,,,45,after 
2024,5,Tufted Duck,Dharapur,,,,after 
2024,5,Great Crested Grebe,Dharapur,,,,after 
2024,5,Little Grebe,Dharapur,,,8,after 
2024,5,duck sp.,Dharapur,,,,after 
2024,5,Rock Pigeon,Dharapur,,,,after 
2024,5,Spotted Dove,Dharapur,,,4,after 
2024,5,Yellow-footed Green-Pigeon,Dharapur,,,,after 
2024,5,Asian Koel,Dharapur,,,,after 
2024,5,Greater Coucal,Dharapur,,,,after 
2024,5,Plaintive Cuckoo,Dharapur,,,1,after 
2024,5,Common Hawk-Cuckoo,Dharapur,,,1,after 
2024,5,Himalayan Swiftlet,Dharapur,,,,after 
2024,5,Asian Palm Swift,Dharapur,,,,after 
2024,5,House Swift,Dharapur,,,,after 
2024,5,Eurasian Moorhen,Dharapur,,,1,after 
2024,5,Eurasian Coot,Dharapur,,,70,after 
2024,5,Gray-headed Swamphen,Dharapur,,,21,after 
2024,5,White-breasted Waterhen,Dharapur,,,9,after 
2024,5,Ruddy-breasted Crake,Dharapur,,,,after 
2024,5,Black-winged Stilt,Dharapur,,,,after 
2024,5,Little Ringed Plover,Dharapur,,,,after 
2024,5,Pacific Golden-Plover,Dharapur,,,,after 
2024,5,Northern Lapwing,Dharapur,,,,after 
2024,5,Gray-headed Lapwing,Dharapur,,,,after 
2024,5,Red-wattled Lapwing,Dharapur,,,2,after 
2024,5,Pheasant-tailed Jacana,Dharapur,,,5,after 
2024,5,Bronze-winged Jacana,Dharapur,,,6,after 
2024,5,Common Snipe,Dharapur,,,,after 
2024,5,Common Sandpiper,Dharapur,,,1,after 
2024,5,Green Sandpiper,Dharapur,,,,after 
2024,5,Wood Sandpiper,Dharapur,,,,after 
2024,5,Common Redshank,Dharapur,,,,after 
2024,5,Spotted Redshank,Dharapur,,,,after 
2024,5,Common Greenshank,Dharapur,,,,after 
2024,5,Temminck's Stint,Dharapur,,,3,after 
2024,5,Small Pratincole,Dharapur,,,,after 
2024,5,Black-headed Gull,Dharapur,,,,after 
2024,5,Brown-headed Gull,Dharapur,,,,after 
2024,5,gull sp.,Dharapur,,,,after 
2024,5,Asian Openbill,Dharapur,,,7,after 
2024,5,Lesser Adjutant,Dharapur,,,1,after 
2024,5,Greater Adjutant,Dharapur,,,,after 
2024,5,cormorant sp.,Dharapur,,,,after 
2024,5,Oriental Darter,Dharapur,,,2,after 
2024,5,Little Cormorant,Dharapur,,,25,after 
2024,5,Great Cormorant,Dharapur,,,,after 
2024,5,Black-crowned Night Heron,Dharapur,,,,after 
2024,5,Little Egret,Dharapur,,,3,after 
2024,5,Indian Pond-Heron,Dharapur,,,23,after 
2024,5,Eastern Cattle Egret,Dharapur,,,20,after 
2024,5,Great Egret,Dharapur,,,,after 
2024,5,Medium Egret,Dharapur,,,2,after 
2024,5,Gray Heron,Dharapur,,,,after 
2024,5,Purple Heron,Dharapur,,,1,after 
2024,5,white egret sp.,Dharapur,,,,after 
2024,5,Glossy Ibis,Dharapur,,,18,after 
2024,5,Changeable Hawk-Eagle,Dharapur,,,,after 
2024,5,Booted Eagle,Dharapur,,,,after 
2024,5,Shikra,Dharapur,,,,after 
2024,5,Pied Harrier,Dharapur,,,,after 
2024,5,Black Kite,Dharapur,,,3,after 
2024,5,Long-legged Buzzard,Dharapur,,,,after 
2024,5,Asian Barred Owlet,Dharapur,,,,after 
2024,5,Spotted Owlet,Dharapur,,,,after 
2024,5,Eurasian Hoopoe,Dharapur,,,,after 
2024,5,Common Kingfisher,Dharapur,,,1,after 
2024,5,Stork-billed Kingfisher,Dharapur,,,,after 
2024,5,White-throated Kingfisher,Dharapur,,,2,after 
2024,5,Pied Kingfisher,Dharapur,,,,after 
2024,5,Indochinese Roller,Dharapur,,,,after 
2024,5,Lineated Barbet,Dharapur,,,1,after 
2024,5,Blue-throated Barbet,Dharapur,,,,after 
2024,5,Fulvous-breasted Woodpecker,Dharapur,,,,after 
2024,5,Black-rumped Flameback,Dharapur,,,,after 
2024,5,Eurasian Kestrel,Dharapur,,,,after 
2024,5,Peregrine Falcon,Dharapur,,,,after 
2024,5,Rose-ringed Parakeet,Dharapur,,,,after 
2024,5,Black-hooded Oriole,Dharapur,,,,after 
2024,5,Ashy Woodswallow,Dharapur,,,,after 
2024,5,Black Drongo,Dharapur,,,4,after 
2024,5,Ashy Drongo,Dharapur,,,,after 
2024,5,Brown Shrike,Dharapur,,,,after 
2024,5,Long-tailed Shrike,Dharapur,,,,after 
2024,5,Gray-backed Shrike,Dharapur,,,,after 
2024,5,Rufous Treepie,Dharapur,,,,after 
2024,5,House Crow,Dharapur,,,4,after 
2024,5,Large-billed Crow,Dharapur,,,2,after 
2024,5,Cinereous Tit,Dharapur,,,,after 
2024,5,Bengal Bushlark,Dharapur,,,,after 
2024,5,Oriental Skylark,Dharapur,,,,after 
2024,5,Common Tailorbird,Dharapur,,,1,after 
2024,5,Plain Prinia,Dharapur,,,1,after 
2024,5,Zitting Cisticola,Dharapur,,,,after 
2024,5,Thick-billed Warbler,Dharapur,,,,after 
2024,5,Paddyfield Warbler,Dharapur,,,,after 
2024,5,Blunt-winged Warbler,Dharapur,,,,after 
2024,5,Blyth's Reed Warbler,Dharapur,,,,after 
2024,5,Clamorous Reed Warbler,Dharapur,,,,after 
2024,5,Pallas's Grasshopper Warbler,Dharapur,,,,after 
2024,5,Striated Grassbird,Dharapur,,,3,after 
2024,5,Gray-throated Martin,Dharapur,,,20,after 
2024,5,Bank Swallow,Dharapur,,,,after 
2024,5,Barn Swallow,Dharapur,,,130,after 
2024,5,Red-rumped Swallow,Dharapur,,,,after 
2024,5,Striated Swallow,Dharapur,,,,after 
2024,5,Streak-throated Swallow,Dharapur,,,,after 
2024,5,Red-vented Bulbul,Dharapur,,,4,after 
2024,5,Dusky Warbler,Dharapur,,,1,after 
2024,5,European Starling,Dharapur,,,,after 
2024,5,Indian Pied Starling,Dharapur,,,7,after 
2024,5,Chestnut-tailed Starling,Dharapur,,,3,after 
2024,5,Common Myna,Dharapur,,,8,after 
2024,5,Bank Myna,Dharapur,,,,after 
2024,5,Jungle Myna,Dharapur,,,3,after 
2024,5,Great Myna,Dharapur,,,5,after 
2024,5,myna/starling sp.,Dharapur,,,,after 
2024,5,Oriental Magpie-Robin,Dharapur,,,2,after 
2024,5,Bluethroat,Dharapur,,,,after 
2024,5,Taiga Flycatcher,Dharapur,,,,after 
2024,5,Siberian Stonechat,Dharapur,,,2,after 
2024,5,Pied Bushchat,Dharapur,,,,after 
2024,5,Purple Sunbird,Dharapur,,,,after 
2024,5,Baya Weaver,Dharapur,,,,after 
2024,5,Black-breasted Weaver,Dharapur,,,,after 
2024,5,Scaly-breasted Munia,Dharapur,,,,after 
2024,5,House Sparrow,Dharapur,,,,after 
2024,5,Eurasian Tree Sparrow,Dharapur,,,,after 
2024,5,Gray Wagtail,Dharapur,,,,after 
2024,5,Eastern Yellow Wagtail,Dharapur,,,,after 
2024,5,Citrine Wagtail,Dharapur,,,35,after 
2024,5,White Wagtail,Dharapur,,,2,after 
2024,5,Richard's Pipit,Dharapur,,,,after 
2024,5,Paddyfield Pipit,Dharapur,,,6,after 
2024,5,Rosy Pipit,Dharapur,,,,after 
2024,5,Olive-backed Pipit,Dharapur,,,,after 
2024,5,pipit sp.,Dharapur,,,,after 
2024,5,Fulvous Whistling-Duck,Jalukbari ,,,,after 
2024,5,Lesser Whistling-Duck,Jalukbari ,,6,150,after 
2024,5,Bar-headed Goose,Jalukbari ,,,,after 
2024,5,Graylag Goose,Jalukbari ,5,,120,after 
2024,5,Ruddy Shelduck,Jalukbari ,,,,after 
2024,5,Cotton Pygmy-Goose,Jalukbari ,,11,,after 
2024,5,Garganey,Jalukbari ,,,,after 
2024,5,Northern Shoveler,Jalukbari ,,,,after 
2024,5,Gadwall,Jalukbari ,,,6,after 
2024,5,Eurasian Wigeon,Jalukbari ,,,,after 
2024,5,Eastern Spot-billed Duck,Jalukbari ,,,,after 
2024,5,Mallard,Jalukbari ,,,,after 
2024,5,Northern Pintail,Jalukbari ,,,,after 
2024,5,Green-winged Teal,Jalukbari ,,,,after 
2024,5,Red-crested Pochard,Jalukbari ,,,,after 
2024,5,Common Pochard,Jalukbari ,,1,,after 
2024,5,Ferruginous Duck,Jalukbari ,,150,50,after 
2024,5,Tufted Duck,Jalukbari ,,,,after 
2024,5,Great Crested Grebe,Jalukbari ,,,,after 
2024,5,Little Grebe,Jalukbari ,,,,after 
2024,5,duck sp.,Jalukbari ,,,,after 
2024,5,Rock Pigeon,Jalukbari ,,,,after 
2024,5,Spotted Dove,Jalukbari ,6,,,after 
2024,5,Yellow-footed Green-Pigeon,Jalukbari ,1,,,after 
2024,5,Asian Koel,Jalukbari ,1,,,after 
2024,5,Greater Coucal,Jalukbari ,,,,after 
2024,5,Plaintive Cuckoo,Jalukbari ,,,,after 
2024,5,Common Hawk-Cuckoo,Jalukbari ,,,,after 
2024,5,Himalayan Swiftlet,Jalukbari ,,,,after 
2024,5,Asian Palm Swift,Jalukbari ,,2,,after 
2024,5,House Swift,Jalukbari ,,,,after 
2024,5,Eurasian Moorhen,Jalukbari ,,,,after 
2024,5,Eurasian Coot,Jalukbari ,,,,after 
2024,5,Gray-headed Swamphen,Jalukbari ,,30,30,after 
2024,5,White-breasted Waterhen,Jalukbari ,1,,,after 
2024,5,Ruddy-breasted Crake,Jalukbari ,,,,after 
2024,5,Black-winged Stilt,Jalukbari ,,,,after 
2024,5,Little Ringed Plover,Jalukbari ,,,,after 
2024,5,Pacific Golden-Plover,Jalukbari ,,,,after 
2024,5,Northern Lapwing,Jalukbari ,,,,after 
2024,5,Gray-headed Lapwing,Jalukbari ,,,,after 
2024,5,Red-wattled Lapwing,Jalukbari ,,,1,after 
2024,5,Pheasant-tailed Jacana,Jalukbari ,,,,after 
2024,5,Bronze-winged Jacana,Jalukbari ,1,,,after 
2024,5,Common Snipe,Jalukbari ,,,,after 
2024,5,Common Sandpiper,Jalukbari ,,,,after 
2024,5,Green Sandpiper,Jalukbari ,,,,after 
2024,5,Wood Sandpiper,Jalukbari ,,,,after 
2024,5,Common Redshank,Jalukbari ,,,,after 
2024,5,Spotted Redshank,Jalukbari ,,,,after 
2024,5,Common Greenshank,Jalukbari ,,,,after 
2024,5,Temminck's Stint,Jalukbari ,,,,after 
2024,5,Small Pratincole,Jalukbari ,,,,after 
2024,5,Black-headed Gull,Jalukbari ,,,,after 
2024,5,Brown-headed Gull,Jalukbari ,,,,after 
2024,5,gull sp.,Jalukbari ,,5,,after 
2024,5,Asian Openbill,Jalukbari ,3,,,after 
2024,5,Lesser Adjutant,Jalukbari ,11,,,after 
2024,5,Greater Adjutant,Jalukbari ,,,,after 
2024,5,cormorant sp.,Jalukbari ,2,,,after 
2024,5,Oriental Darter,Jalukbari ,,1,11,after 
2024,5,Little Cormorant,Jalukbari ,,15,19,after 
2024,5,Great Cormorant,Jalukbari ,,,,after 
2024,5,Black-crowned Night Heron,Jalukbari ,,,,after 
2024,5,Little Egret,Jalukbari ,,,,after 
2024,5,Indian Pond-Heron,Jalukbari ,3,2,,after 
2024,5,Eastern Cattle Egret,Jalukbari ,9,50,,after 
2024,5,Great Egret,Jalukbari ,,,,after 
2024,5,Medium Egret,Jalukbari ,,1,,after 
2024,5,Gray Heron,Jalukbari ,,,,after 
2024,5,Purple Heron,Jalukbari ,,,1,after 
2024,5,white egret sp.,Jalukbari ,1,,,after 
2024,5,Glossy Ibis,Jalukbari ,11,,,after 
2024,5,Changeable Hawk-Eagle,Jalukbari ,,,,after 
2024,5,Booted Eagle,Jalukbari ,,,,after 
2024,5,Shikra,Jalukbari ,,,,after 
2024,5,Pied Harrier,Jalukbari ,,,,after 
2024,5,Black Kite,Jalukbari ,6,,5,after 
2024,5,Long-legged Buzzard,Jalukbari ,,,1,after 
2024,5,Asian Barred Owlet,Jalukbari ,,,,after 
2024,5,Spotted Owlet,Jalukbari ,,,,after 
2024,5,Eurasian Hoopoe,Jalukbari ,,1,,after 
2024,5,Common Kingfisher,Jalukbari ,,,,after 
2024,5,Stork-billed Kingfisher,Jalukbari ,,,,after 
2024,5,White-throated Kingfisher,Jalukbari ,1,,1,after 
2024,5,Pied Kingfisher,Jalukbari ,,,,after 
2024,5,Indochinese Roller,Jalukbari ,,,,after 
2024,5,Lineated Barbet,Jalukbari ,,,,after 
2024,5,Blue-throated Barbet,Jalukbari ,1,,,after 
2024,5,Fulvous-breasted Woodpecker,Jalukbari ,,,,after 
2024,5,Black-rumped Flameback,Jalukbari ,,,,after 
2024,5,Eurasian Kestrel,Jalukbari ,,,,after 
2024,5,Peregrine Falcon,Jalukbari ,,,,after 
2024,5,Rose-ringed Parakeet,Jalukbari ,21,,,after 
2024,5,Black-hooded Oriole,Jalukbari ,,1,,after 
2024,5,Ashy Woodswallow,Jalukbari ,,,,after 
2024,5,Black Drongo,Jalukbari ,2,2,7,after 
2024,5,Ashy Drongo,Jalukbari ,,,,after 
2024,5,Brown Shrike,Jalukbari ,1,,,after 
2024,5,Long-tailed Shrike,Jalukbari ,,,,after 
2024,5,Gray-backed Shrike,Jalukbari ,,1,,after 
2024,5,Rufous Treepie,Jalukbari ,,,,after 
2024,5,House Crow,Jalukbari ,40,10,,after 
2024,5,Large-billed Crow,Jalukbari ,2,,,after 
2024,5,Cinereous Tit,Jalukbari ,,,,after 
2024,5,Bengal Bushlark,Jalukbari ,,,,after 
2024,5,Oriental Skylark,Jalukbari ,,,,after 
2024,5,Common Tailorbird,Jalukbari ,1,,,after 
2024,5,Plain Prinia,Jalukbari ,,,1,after 
2024,5,Zitting Cisticola,Jalukbari ,,,,after 
2024,5,Thick-billed Warbler,Jalukbari ,,,,after 
2024,5,Paddyfield Warbler,Jalukbari ,,,,after 
2024,5,Blunt-winged Warbler,Jalukbari ,,,,after 
2024,5,Blyth's Reed Warbler,Jalukbari ,,,,after 
2024,5,Clamorous Reed Warbler,Jalukbari ,,,,after 
2024,5,Pallas's Grasshopper Warbler,Jalukbari ,,,,after 
2024,5,Striated Grassbird,Jalukbari ,3,,2,after 
2024,5,Gray-throated Martin,Jalukbari ,,,,after 
2024,5,Bank Swallow,Jalukbari ,1,,2,after 
2024,5,Barn Swallow,Jalukbari ,4,100,100,after 
2024,5,Red-rumped Swallow,Jalukbari ,5,,,after 
2024,5,Striated Swallow,Jalukbari ,,,,after 
2024,5,Streak-throated Swallow,Jalukbari ,,,,after 
2024,5,Red-vented Bulbul,Jalukbari ,1,,,after 
2024,5,Dusky Warbler,Jalukbari ,1,2,,after 
2024,5,European Starling,Jalukbari ,,,,after 
2024,5,Indian Pied Starling,Jalukbari ,15,10,50,after 
2024,5,Chestnut-tailed Starling,Jalukbari ,1,,,after 
2024,5,Common Myna,Jalukbari ,6,,,after 
2024,5,Bank Myna,Jalukbari ,,,,after 
2024,5,Jungle Myna,Jalukbari ,,,,after 
2024,5,Great Myna,Jalukbari ,,,,after 
2024,5,myna/starling sp.,Jalukbari ,,,,after 
2024,5,Oriental Magpie-Robin,Jalukbari ,,,,after 
2024,5,Bluethroat,Jalukbari ,,,,after 
2024,5,Taiga Flycatcher,Jalukbari ,,,,after 
2024,5,Siberian Stonechat,Jalukbari ,4,1,,after 
2024,5,Pied Bushchat,Jalukbari ,,,,after 
2024,5,Purple Sunbird,Jalukbari ,,,,after 
2024,5,Baya Weaver,Jalukbari ,,,,after 
2024,5,Black-breasted Weaver,Jalukbari ,,,,after 
2024,5,Scaly-breasted Munia,Jalukbari ,,,,after 
2024,5,House Sparrow,Jalukbari ,,,,after 
2024,5,Eurasian Tree Sparrow,Jalukbari ,5,,,after 
2024,5,Gray Wagtail,Jalukbari ,,,,after 
2024,5,Eastern Yellow Wagtail,Jalukbari ,,,,after 
2024,5,Citrine Wagtail,Jalukbari ,5,7,10,after 
2024,5,White Wagtail,Jalukbari ,1,,,after 
2024,5,Richard's Pipit,Jalukbari ,,,,after 
2024,5,Paddyfield Pipit,Jalukbari ,,1,5,after 
2024,5,Rosy Pipit,Jalukbari ,,,,after 
2024,5,Olive-backed Pipit,Jalukbari ,,2,2,after 
2024,5,pipit sp.,Jalukbari ,,,,after 
2024,5,Fulvous Whistling-Duck,Boragaon,45,,,after 
2024,5,Lesser Whistling-Duck,Boragaon,49,165,120,after 
2024,5,Bar-headed Goose,Boragaon,,,,after 
2024,5,Graylag Goose,Boragaon,,,,after 
2024,5,Ruddy Shelduck,Boragaon,,,,after 
2024,5,Cotton Pygmy-Goose,Boragaon,,,,after 
2024,5,Garganey,Boragaon,,,,after 
2024,5,Northern Shoveler,Boragaon,,23,,after 
2024,5,Gadwall,Boragaon,,,14,after 
2024,5,Eurasian Wigeon,Boragaon,,,,after 
2024,5,Eastern Spot-billed Duck,Boragaon,,,,after 
2024,5,Mallard,Boragaon,,,,after 
2024,5,Northern Pintail,Boragaon,,35,,after 
2024,5,Green-winged Teal,Boragaon,,,,after 
2024,5,Red-crested Pochard,Boragaon,,,,after 
2024,5,Common Pochard,Boragaon,,,,after 
2024,5,Ferruginous Duck,Boragaon,,,58,after 
2024,5,Tufted Duck,Boragaon,,,,after 
2024,5,Great Crested Grebe,Boragaon,,,,after 
2024,5,Little Grebe,Boragaon,,12,,after 
2024,5,duck sp.,Boragaon,,,,after 
2024,5,Rock Pigeon,Boragaon,,,,after 
2024,5,Spotted Dove,Boragaon,2,,9,after 
2024,5,Yellow-footed Green-Pigeon,Boragaon,,,,after 
2024,5,Asian Koel,Boragaon,,,,after 
2024,5,Greater Coucal,Boragaon,,,,after 
2024,5,Plaintive Cuckoo,Boragaon,,,,after 
2024,5,Common Hawk-Cuckoo,Boragaon,,,1,after 
2024,5,Himalayan Swiftlet,Boragaon,2,,,after 
2024,5,Asian Palm Swift,Boragaon,24,,4,after 
2024,5,House Swift,Boragaon,,,,after 
2024,5,Eurasian Moorhen,Boragaon,,,,after 
2024,5,Eurasian Coot,Boragaon,,,,after 
2024,5,Gray-headed Swamphen,Boragaon,,63,18,after 
2024,5,White-breasted Waterhen,Boragaon,,,2,after 
2024,5,Ruddy-breasted Crake,Boragaon,,,1,after 
2024,5,Black-winged Stilt,Boragaon,,,,after 
2024,5,Little Ringed Plover,Boragaon,1,4,9,after 
2024,5,Pacific Golden-Plover,Boragaon,,,,after 
2024,5,Northern Lapwing,Boragaon,,,,after 
2024,5,Gray-headed Lapwing,Boragaon,,7,16,after 
2024,5,Red-wattled Lapwing,Boragaon,,7,2,after 
2024,5,Pheasant-tailed Jacana,Boragaon,,,,after 
2024,5,Bronze-winged Jacana,Boragaon,,2,,after 
2024,5,Common Snipe,Boragaon,,3,1,after 
2024,5,Common Sandpiper,Boragaon,,,1,after 
2024,5,Green Sandpiper,Boragaon,1,1,2,after 
2024,5,Wood Sandpiper,Boragaon,,1,1,after 
2024,5,Common Redshank,Boragaon,,,,after 
2024,5,Spotted Redshank,Boragaon,,,,after 
2024,5,Common Greenshank,Boragaon,,,,after 
2024,5,Temminck's Stint,Boragaon,,3,9,after 
2024,5,Small Pratincole,Boragaon,260,560,360,after 
2024,5,Black-headed Gull,Boragaon,,14,,after 
2024,5,Brown-headed Gull,Boragaon,,1,,after 
2024,5,gull sp.,Boragaon,,,,after 
2024,5,Asian Openbill,Boragaon,,,,after 
2024,5,Lesser Adjutant,Boragaon,,,,after 
2024,5,Greater Adjutant,Boragaon,1,1,4,after 
2024,5,cormorant sp.,Boragaon,,,,after 
2024,5,Oriental Darter,Boragaon,,,1,after 
2024,5,Little Cormorant,Boragaon,3,10,250,after 
2024,5,Great Cormorant,Boragaon,,2,,after 
2024,5,Black-crowned Night Heron,Boragaon,,,,after 
2024,5,Little Egret,Boragaon,,,3,after 
2024,5,Indian Pond-Heron,Boragaon,7,,6,after 
2024,5,Eastern Cattle Egret,Boragaon,16,9,,after 
2024,5,Great Egret,Boragaon,,,1,after 
2024,5,Medium Egret,Boragaon,,,,after 
2024,5,Gray Heron,Boragaon,,,1,after 
2024,5,Purple Heron,Boragaon,1,,,after 
2024,5,white egret sp.,Boragaon,1,2,,after 
2024,5,Glossy Ibis,Boragaon,12,3,,after 
2024,5,Changeable Hawk-Eagle,Boragaon,,,,after 
2024,5,Booted Eagle,Boragaon,,,1,after 
2024,5,Shikra,Boragaon,,,,after 
2024,5,Pied Harrier,Boragaon,,,,after 
2024,5,Black Kite,Boragaon,130,,,after 
2024,5,Long-legged Buzzard,Boragaon,,,,after 
2024,5,Asian Barred Owlet,Boragaon,1,,,after 
2024,5,Spotted Owlet,Boragaon,,1,,after 
2024,5,Eurasian Hoopoe,Boragaon,,,,after 
2024,5,Common Kingfisher,Boragaon,,,1,after 
2024,5,Stork-billed Kingfisher,Boragaon,,,,after 
2024,5,White-throated Kingfisher,Boragaon,1,1,2,after 
2024,5,Pied Kingfisher,Boragaon,,,,after 
2024,5,Indochinese Roller,Boragaon,,,,after 
2024,5,Lineated Barbet,Boragaon,,,,after 
2024,5,Blue-throated Barbet,Boragaon,,,,after 
2024,5,Fulvous-breasted Woodpecker,Boragaon,,,,after 
2024,5,Black-rumped Flameback,Boragaon,,,,after 
2024,5,Eurasian Kestrel,Boragaon,,,,after 
2024,5,Peregrine Falcon,Boragaon,,,,after 
2024,5,Rose-ringed Parakeet,Boragaon,,,,after 
2024,5,Black-hooded Oriole,Boragaon,1,,3,after 
2024,5,Ashy Woodswallow,Boragaon,,,,after 
2024,5,Black Drongo,Boragaon,,,3,after 
2024,5,Ashy Drongo,Boragaon,,,,after 
2024,5,Brown Shrike,Boragaon,,,1,after 
2024,5,Long-tailed Shrike,Boragaon,1,,,after 
2024,5,Gray-backed Shrike,Boragaon,,,1,after 
2024,5,Rufous Treepie,Boragaon,,,,after 
2024,5,House Crow,Boragaon,,25,15,after 
2024,5,Large-billed Crow,Boragaon,,,,after 
2024,5,Cinereous Tit,Boragaon,,,,after 
2024,5,Bengal Bushlark,Boragaon,,,2,after 
2024,5,Oriental Skylark,Boragaon,,,,after 
2024,5,Common Tailorbird,Boragaon,,2,2,after 
2024,5,Plain Prinia,Boragaon,4,2,11,after 
2024,5,Zitting Cisticola,Boragaon,,,2,after 
2024,5,Thick-billed Warbler,Boragaon,,2,,after 
2024,5,Paddyfield Warbler,Boragaon,,,,after 
2024,5,Blunt-winged Warbler,Boragaon,,,,after 
2024,5,Blyth's Reed Warbler,Boragaon,1,1,1,after 
2024,5,Clamorous Reed Warbler,Boragaon,,,,after 
2024,5,Pallas's Grasshopper Warbler,Boragaon,,,1,after 
2024,5,Striated Grassbird,Boragaon,2,2,6,after 
2024,5,Gray-throated Martin,Boragaon,12,,,after 
2024,5,Bank Swallow,Boragaon,25,6,14,after 
2024,5,Barn Swallow,Boragaon,560,434,450,after 
2024,5,Red-rumped Swallow,Boragaon,,,,after 
2024,5,Striated Swallow,Boragaon,,,,after 
2024,5,Streak-throated Swallow,Boragaon,,,,after 
2024,5,Red-vented Bulbul,Boragaon,4,,6,after 
2024,5,Dusky Warbler,Boragaon,2,4,,after 
2024,5,European Starling,Boragaon,,,,after 
2024,5,Indian Pied Starling,Boragaon,28,,30,after 
2024,5,Chestnut-tailed Starling,Boragaon,35,10,,after 
2024,5,Common Myna,Boragaon,25,,13,after 
2024,5,Bank Myna,Boragaon,,,,after 
2024,5,Jungle Myna,Boragaon,,15,3,after 
2024,5,Great Myna,Boragaon,,7,2,after 
2024,5,myna/starling sp.,Boragaon,1,3,,after 
2024,5,Oriental Magpie-Robin,Boragaon,,,8,after 
2024,5,Bluethroat,Boragaon,,,,after 
2024,5,Taiga Flycatcher,Boragaon,,,,after 
2024,5,Siberian Stonechat,Boragaon,,,2,after 
2024,5,Pied Bushchat,Boragaon,,,,after 
2024,5,Purple Sunbird,Boragaon,,,,after 
2024,5,Baya Weaver,Boragaon,,,,after 
2024,5,Black-breasted Weaver,Boragaon,,,,after 
2024,5,Scaly-breasted Munia,Boragaon,,14,9,after 
2024,5,House Sparrow,Boragaon,,,,after 
2024,5,Eurasian Tree Sparrow,Boragaon,,,,after 
2024,5,Gray Wagtail,Boragaon,,,,after 
2024,5,Eastern Yellow Wagtail,Boragaon,,,,after 
2024,5,Citrine Wagtail,Boragaon,,33,110,after 
2024,5,White Wagtail,Boragaon,1,3,4,after 
2024,5,Richard's Pipit,Boragaon,,,,after 
2024,5,Paddyfield Pipit,Boragaon,1,,,after 
2024,5,Rosy Pipit,Boragaon,17,3,15,after 
2024,5,Olive-backed Pipit,Boragaon,,,,after 
2024,5,pipit sp.,Boragaon,,,2,after 
2024,5,Fulvous Whistling-Duck,Pamohi,,,4,after 
2024,5,Lesser Whistling-Duck,Pamohi,,,50,after 
2024,5,Bar-headed Goose,Pamohi,,,,after 
2024,5,Graylag Goose,Pamohi,,,,after 
2024,5,Ruddy Shelduck,Pamohi,,,,after 
2024,5,Cotton Pygmy-Goose,Pamohi,,,,after 
